image_id,source_path,output_path,label,distortion_level,distortion_name,seed,status
000329_YUbaF,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000329_YUbaF.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000329_YUbaF.png,YUbaF,1,mild,1000371,created
000330_qdKeV,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000330_qdKeV.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000330_qdKeV.png,qdKeV,1,mild,1000372,created
000331_2Un4F,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000331_2Un4F.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000331_2Un4F.png,2Un4F,1,mild,1000373,created
000332_lhPcy,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000332_lhPcy.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000332_lhPcy.png,lhPcy,1,mild,1000374,created
000333_o123t,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000333_o123t.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000333_o123t.png,o123t,1,mild,1000375,created
000334_8QVnb,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000334_8QVnb.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000334_8QVnb.png,8QVnb,1,mild,1000376,created
000335_XWpYN,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000335_XWpYN.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000335_XWpYN.png,XWpYN,1,mild,1000377,created
000336_unG5n,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000336_unG5n.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000336_unG5n.png,unG5n,1,mild,1000378,created
000337_0TOGo,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000337_0TOGo.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000337_0TOGo.png,0TOGo,1,mild,1000379,created
000338_MJNjH,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000338_MJNjH.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000338_MJNjH.png,MJNjH,1,mild,1000380,created
000339_JSccb,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000339_JSccb.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000339_JSccb.png,JSccb,1,mild,1000381,created
000340_En0vD,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000340_En0vD.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000340_En0vD.png,En0vD,1,mild,1000382,created
000341_VcRNV,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000341_VcRNV.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000341_VcRNV.png,VcRNV,1,mild,1000383,created
000342_03iwY,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000342_03iwY.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000342_03iwY.png,03iwY,1,mild,1000384,created
000343_B5JwI,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000343_B5JwI.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000343_B5JwI.png,B5JwI,1,mild,1000385,created
000344_uuuIV,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000344_uuuIV.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000344_uuuIV.png,uuuIV,1,mild,1000386,created
000345_OGFg2,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000345_OGFg2.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000345_OGFg2.png,OGFg2,1,mild,1000387,created
000346_rPYc3,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000346_rPYc3.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000346_rPYc3.png,rPYc3,1,mild,1000388,created
000347_cwa9T,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000347_cwa9T.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000347_cwa9T.png,cwa9T,1,mild,1000389,created
000348_ZVhNj,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000348_ZVhNj.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000348_ZVhNj.png,ZVhNj,1,mild,1000390,created
000349_HTYuq,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000349_HTYuq.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000349_HTYuq.png,HTYuq,1,mild,1000391,created
000350_8Zv3n,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000350_8Zv3n.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000350_8Zv3n.png,8Zv3n,1,mild,1000392,created
000351_5O43f,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000351_5O43f.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000351_5O43f.png,5O43f,1,mild,1000393,created
000352_EnUYx,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000352_EnUYx.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000352_EnUYx.png,EnUYx,1,mild,1000394,created
000353_tWmeq,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000353_tWmeq.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000353_tWmeq.png,tWmeq,1,mild,1000395,created
000354_tnJBc,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000354_tnJBc.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000354_tnJBc.png,tnJBc,1,mild,1000396,created
000355_O2D3e,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000355_O2D3e.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000355_O2D3e.png,O2D3e,1,mild,1000397,created
000356_yFJTk,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000356_yFJTk.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000356_yFJTk.png,yFJTk,1,mild,1000398,created
000357_FitV4,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000357_FitV4.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000357_FitV4.png,FitV4,1,mild,1000399,created
000358_zWffy,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000358_zWffy.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000358_zWffy.png,zWffy,1,mild,1000400,created
000359_1jj54,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000359_1jj54.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000359_1jj54.png,1jj54,1,mild,1000401,created
000360_qrfK7,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000360_qrfK7.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000360_qrfK7.png,qrfK7,1,mild,1000402,created
000361_a2VVB,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000361_a2VVB.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000361_a2VVB.png,a2VVB,1,mild,1000403,created
000362_LWWwe,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000362_LWWwe.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000362_LWWwe.png,LWWwe,1,mild,1000404,created
000363_O1Bvt,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000363_O1Bvt.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000363_O1Bvt.png,O1Bvt,1,mild,1000405,created
000364_mCBIu,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000364_mCBIu.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000364_mCBIu.png,mCBIu,1,mild,1000406,created
000365_Vst7C,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000365_Vst7C.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000365_Vst7C.png,Vst7C,1,mild,1000407,created
000366_CNH7L,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000366_CNH7L.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000366_CNH7L.png,CNH7L,1,mild,1000408,created
000367_GT8xC,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000367_GT8xC.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000367_GT8xC.png,GT8xC,1,mild,1000409,created
000368_jX8VV,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000368_jX8VV.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000368_jX8VV.png,jX8VV,1,mild,1000410,created
000369_UB7KX,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000369_UB7KX.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000369_UB7KX.png,UB7KX,1,mild,1000411,created
000370_A3Jao,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000370_A3Jao.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000370_A3Jao.png,A3Jao,1,mild,1000412,created
000371_djg3X,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000371_djg3X.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000371_djg3X.png,djg3X,1,mild,1000413,created
000372_lgzRZ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000372_lgzRZ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000372_lgzRZ.png,lgzRZ,1,mild,1000414,created
000373_TdReG,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000373_TdReG.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000373_TdReG.png,TdReG,1,mild,1000415,created
000374_KgjsY,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000374_KgjsY.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000374_KgjsY.png,KgjsY,1,mild,1000416,created
000375_eh2N6,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000375_eh2N6.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000375_eh2N6.png,eh2N6,1,mild,1000417,created
000376_aA3Gn,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000376_aA3Gn.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000376_aA3Gn.png,aA3Gn,1,mild,1000418,created
000377_IPMT1,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000377_IPMT1.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000377_IPMT1.png,IPMT1,1,mild,1000419,created
000378_9Tgs8,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000378_9Tgs8.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000378_9Tgs8.png,9Tgs8,1,mild,1000420,created
000379_VDDBl,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000379_VDDBl.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000379_VDDBl.png,VDDBl,1,mild,1000421,created
000380_bFLKH,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000380_bFLKH.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000380_bFLKH.png,bFLKH,1,mild,1000422,created
000381_vjhpR,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000381_vjhpR.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000381_vjhpR.png,vjhpR,1,mild,1000423,created
000382_TCmxj,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000382_TCmxj.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000382_TCmxj.png,TCmxj,1,mild,1000424,created
000383_7dBCL,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000383_7dBCL.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000383_7dBCL.png,7dBCL,1,mild,1000425,created
000384_6aXYt,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000384_6aXYt.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000384_6aXYt.png,6aXYt,1,mild,1000426,created
000385_Kvu8q,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000385_Kvu8q.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000385_Kvu8q.png,Kvu8q,1,mild,1000427,created
000386_TZjcO,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000386_TZjcO.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000386_TZjcO.png,TZjcO,1,mild,1000428,created
000387_PVbAc,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000387_PVbAc.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000387_PVbAc.png,PVbAc,1,mild,1000429,created
000388_WYvTZ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000388_WYvTZ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000388_WYvTZ.png,WYvTZ,1,mild,1000430,created
000389_eKUJC,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000389_eKUJC.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000389_eKUJC.png,eKUJC,1,mild,1000431,created
000390_UV17n,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000390_UV17n.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000390_UV17n.png,UV17n,1,mild,1000432,created
000391_YZI7B,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000391_YZI7B.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000391_YZI7B.png,YZI7B,1,mild,1000433,created
000392_whKnZ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000392_whKnZ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000392_whKnZ.png,whKnZ,1,mild,1000434,created
000393_ULbOg,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000393_ULbOg.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000393_ULbOg.png,ULbOg,1,mild,1000435,created
000394_XZGQg,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000394_XZGQg.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000394_XZGQg.png,XZGQg,1,mild,1000436,created
000395_bfD5O,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000395_bfD5O.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000395_bfD5O.png,bfD5O,1,mild,1000437,created
000396_6gVlk,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000396_6gVlk.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000396_6gVlk.png,6gVlk,1,mild,1000438,created
000397_yDsIh,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000397_yDsIh.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000397_yDsIh.png,yDsIh,1,mild,1000439,created
000398_CgFCJ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000398_CgFCJ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000398_CgFCJ.png,CgFCJ,1,mild,1000440,created
000399_hLiC6,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000399_hLiC6.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000399_hLiC6.png,hLiC6,1,mild,1000441,created
000400_uJFZW,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000400_uJFZW.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000400_uJFZW.png,uJFZW,1,mild,1000442,created
000401_B8TRP,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000401_B8TRP.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000401_B8TRP.png,B8TRP,1,mild,1000443,created
000402_QokQb,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000402_QokQb.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000402_QokQb.png,QokQb,1,mild,1000444,created
000403_qpUXg,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000403_qpUXg.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000403_qpUXg.png,qpUXg,1,mild,1000445,created
000404_d0D33,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000404_d0D33.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000404_d0D33.png,d0D33,1,mild,1000446,created
000405_45Chc,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000405_45Chc.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000405_45Chc.png,45Chc,1,mild,1000447,created
000406_NOvx7,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000406_NOvx7.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000406_NOvx7.png,NOvx7,1,mild,1000448,created
000407_UsVyz,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000407_UsVyz.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000407_UsVyz.png,UsVyz,1,mild,1000449,created
000408_i75Yq,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000408_i75Yq.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000408_i75Yq.png,i75Yq,1,mild,1000450,created
000409_MMLJw,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000409_MMLJw.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000409_MMLJw.png,MMLJw,1,mild,1000451,created
000410_56zBQ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000410_56zBQ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000410_56zBQ.png,56zBQ,1,mild,1000452,created
000411_Bxlb9,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000411_Bxlb9.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000411_Bxlb9.png,Bxlb9,1,mild,1000453,created
000412_QsQne,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000412_QsQne.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000412_QsQne.png,QsQne,1,mild,1000454,created
000413_V2bAP,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000413_V2bAP.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000413_V2bAP.png,V2bAP,1,mild,1000455,created
000414_K4UFg,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000414_K4UFg.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000414_K4UFg.png,K4UFg,1,mild,1000456,created
000415_c6RoU,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000415_c6RoU.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000415_c6RoU.png,c6RoU,1,mild,1000457,created
000416_wGgzz,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000416_wGgzz.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000416_wGgzz.png,wGgzz,1,mild,1000458,created
000417_qMKvz,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000417_qMKvz.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000417_qMKvz.png,qMKvz,1,mild,1000459,created
000418_3G6s9,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000418_3G6s9.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000418_3G6s9.png,3G6s9,1,mild,1000460,created
000419_XVXFT,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000419_XVXFT.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000419_XVXFT.png,XVXFT,1,mild,1000461,created
000420_3Xy4H,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000420_3Xy4H.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000420_3Xy4H.png,3Xy4H,1,mild,1000462,created
000421_sr56y,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000421_sr56y.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000421_sr56y.png,sr56y,1,mild,1000463,created
000422_Kc0NI,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000422_Kc0NI.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000422_Kc0NI.png,Kc0NI,1,mild,1000464,created
000423_chAyG,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000423_chAyG.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000423_chAyG.png,chAyG,1,mild,1000465,created
000424_vOS1N,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000424_vOS1N.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000424_vOS1N.png,vOS1N,1,mild,1000466,created
000425_K3gKN,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000425_K3gKN.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000425_K3gKN.png,K3gKN,1,mild,1000467,created
000426_Qdv6j,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000426_Qdv6j.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000426_Qdv6j.png,Qdv6j,1,mild,1000468,created
000427_vNiX2,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000427_vNiX2.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000427_vNiX2.png,vNiX2,1,mild,1000469,created
000428_jpFKO,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000428_jpFKO.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000428_jpFKO.png,jpFKO,1,mild,1000470,created
000429_KJC8h,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000429_KJC8h.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000429_KJC8h.png,KJC8h,1,mild,1000471,created
000430_VFDo9,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000430_VFDo9.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000430_VFDo9.png,VFDo9,1,mild,1000472,created
000431_RNUcu,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000431_RNUcu.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000431_RNUcu.png,RNUcu,1,mild,1000473,created
000432_IIkE4,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000432_IIkE4.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000432_IIkE4.png,IIkE4,1,mild,1000474,created
000433_e47NY,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000433_e47NY.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000433_e47NY.png,e47NY,1,mild,1000475,created
000434_Zopf4,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000434_Zopf4.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000434_Zopf4.png,Zopf4,1,mild,1000476,created
000435_AD0Pz,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000435_AD0Pz.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000435_AD0Pz.png,AD0Pz,1,mild,1000477,created
000436_iOVxX,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000436_iOVxX.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000436_iOVxX.png,iOVxX,1,mild,1000478,created
000437_fZv9X,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000437_fZv9X.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000437_fZv9X.png,fZv9X,1,mild,1000479,created
000438_pEAQj,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000438_pEAQj.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000438_pEAQj.png,pEAQj,1,mild,1000480,created
000439_d0a0t,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000439_d0a0t.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000439_d0a0t.png,d0a0t,1,mild,1000481,created
000440_BPGUQ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000440_BPGUQ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000440_BPGUQ.png,BPGUQ,1,mild,1000482,created
